f1,f2,f3,f4,label
5.18,3.60,1.78,0.32,setosa
6.61,2.44,4.29,1.31,versicolor
4.90,3.04,1.43,-0.15,setosa
6.45,2.98,5.54,1.97,virginica
5.58,3.52,1.66,0.21,setosa
5.89,2.70,4.10,1.09,versicolor
6.23,2.56,4.38,1.39,versicolor
6.35,2.97,5.30,2.05,virginica
6.28,2.59,4.40,1.43,versicolor
4.90,3.35,1.29,0.60,setosa
5.31,3.32,1.37,0.20,setosa
7.38,3.42,5.15,1.89,virginica
6.98,3.30,5.83,1.91,virginica
4.50,3.24,1.22,0.38,setosa
4.41,3.47,1.28,0.19,setosa
6.84,3.04,5.35,1.85,virginica
6.98,3.02,5.45,2.02,virginica
5.89,2.75,4.58,1.39,versicolor
6.00,2.75,4.19,1.29,versicolor
6.57,2.87,5.26,2.05,virginica
6.98,2.99,5.35,1.87,virginica
7.07,2.86,5.87,2.10,virginica
5.90,2.81,4.33,1.28,versicolor
5.79,2.70,4.64,1.25,versicolor
5.68,2.69,4.51,1.32,versicolor
5.38,3.50,2.03,0.03,setosa
6.47,2.67,4.04,1.10,versicolor
5.61,2.65,4.49,1.40,versicolor
4.61,3.65,1.47,0.02,setosa
5.23,3.65,1.39,0.13,setosa
6.81,3.06,5.31,2.11,virginica
5.13,3.50,1.61,0.26,setosa
7.12,3.10,5.13,1.89,virginica
5.16,3.02,1.90,0.36,setosa
7.28,2.91,6.07,2.24,virginica
5.28,3.18,1.42,0.43,setosa
6.34,3.05,5.95,2.03,virginica
4.89,3.08,1.08,-0.05,setosa
6.62,3.14,5.53,1.75,virginica
6.52,3.12,5.23,1.89,virginica
6.24,2.48,3.70,1.40,versicolor
6.67,2.95,5.95,2.45,virginica
6.11,3.11,5.59,1.84,virginica
5.11,3.44,1.27,-0.13,setosa
6.66,2.87,5.27,2.12,virginica
6.46,3.20,5.69,2.36,virginica
6.52,2.59,5.83,1.89,virginica
5.68,2.57,4.50,1.09,versicolor
5.79,3.03,4.52,1.29,versicolor
5.09,3.36,1.62,0.25,setosa
6.64,2.73,3.57,1.23,versicolor
5.85,2.92,4.20,1.03,versicolor
4.51,3.38,1.24,0.42,setosa
5.29,3.25,1.84,0.21,setosa
6.74,2.84,4.56,1.22,versicolor
6.07,2.66,3.98,1.34,versicolor
6.67,2.95,5.58,1.91,virginica
5.31,2.45,4.47,1.21,versicolor
6.35,2.81,5.63,2.06,virginica
6.17,2.95,4.34,1.15,versicolor
6.70,2.90,5.24,2.00,virginica
6.15,2.57,4.46,1.03,versicolor
6.82,2.56,4.16,1.49,versicolor
7.09,2.99,4.94,2.13,virginica
6.33,3.27,5.83,1.97,virginica
6.91,3.30,5.44,1.91,virginica
6.77,2.97,5.50,1.99,virginica
6.23,3.20,5.70,1.84,virginica
6.30,2.75,4.65,1.31,versicolor
5.97,2.88,4.66,1.12,versicolor
5.67,2.51,4.38,1.29,versicolor
6.36,3.39,5.26,2.23,virginica
6.81,3.30,5.60,1.90,virginica
5.70,2.93,4.92,1.94,virginica
6.30,2.56,4.18,1.20,versicolor
6.39,2.92,4.43,1.25,versicolor
6.34,2.91,5.10,1.94,virginica
5.42,3.36,1.15,0.32,setosa
6.16,3.13,5.33,1.82,virginica
6.17,2.49,3.65,1.23,versicolor
6.52,3.12,5.61,2.22,virginica
4.97,3.10,1.59,0.32,setosa
6.74,3.02,5.22,1.98,virginica
4.80,3.27,1.55,0.25,setosa
5.03,3.02,1.57,0.45,setosa
6.98,3.51,5.30,1.63,virginica
6.01,2.81,4.06,1.47,versicolor
4.52,3.24,2.00,0.13,setosa
6.79,3.36,5.17,1.99,virginica
7.23,2.85,5.65,1.97,virginica
5.38,3.38,1.58,0.28,setosa
6.22,3.02,5.56,2.11,virginica
4.91,2.93,1.68,0.35,setosa
5.93,3.13,4.73,1.40,versicolor
5.61,3.53,1.17,0.25,setosa
5.98,2.59,4.60,1.11,versicolor
6.59,3.28,5.58,2.02,virginica
6.20,2.79,4.34,1.44,versicolor
5.98,2.76,5.82,2.11,virginica
4.83,3.28,1.65,0.31,setosa
5.55,3.17,0.72,-0.01,setosa
6.42,2.88,5.29,1.95,virginica
6.51,2.83,5.80,1.84,virginica
4.87,3.25,1.59,0.27,setosa
6.55,2.97,5.82,1.77,virginica
6.99,2.58,5.57,2.15,virginica
6.73,3.06,5.94,1.78,virginica
6.47,2.89,5.56,2.03,virginica
6.31,2.86,4.28,1.32,versicolor
5.33,3.42,1.77,-0.00,setosa
5.05,3.48,1.68,-0.07,setosa
5.87,2.58,4.40,0.93,versicolor
7.22,2.92,5.65,2.30,virginica
7.07,2.90,5.32,2.25,virginica
5.41,3.49,1.54,0.28,setosa
6.69,2.80,5.47,1.90,virginica
6.77,2.92,5.58,1.86,virginica
5.00,3.64,1.75,0.38,setosa
4.71,3.74,1.58,0.25,setosa
4.74,3.45,1.23,0.04,setosa
6.16,2.63,4.28,1.07,versicolor
6.08,3.08,4.45,1.55,versicolor
4.44,3.35,1.24,0.41,setosa
4.84,3.55,1.48,0.26,setosa
4.98,3.49,1.59,0.44,setosa
6.13,2.70,4.69,1.33,versicolor
5.06,3.10,1.15,-0.01,setosa
4.79,3.54,1.35,-0.07,setosa
6.53,3.20,5.51,2.01,virginica
5.67,3.33,1.50,0.36,setosa
4.99,3.81,1.66,0.36,setosa
6.07,2.65,5.25,2.03,virginica
5.39,3.42,1.45,0.20,setosa
4.90,3.39,1.56,0.23,setosa
6.08,2.60,4.07,1.15,versicolor
7.10,3.23,5.30,2.31,virginica
5.20,3.41,1.36,0.05,setosa
5.94,2.63,4.80,1.41,versicolor
4.84,3.38,1.88,0.37,setosa
5.92,2.72,4.98,1.16,versicolor
5.94,2.79,4.77,1.34,versicolor
4.92,3.39,1.47,0.25,setosa
6.50,3.03,5.55,1.83,virginica
6.51,3.18,5.81,2.16,virginica
5.83,2.88,4.42,1.44,versicolor
4.17,3.56,1.55,0.16,setosa
6.36,2.80,6.05,2.18,virginica
6.92,2.85,5.08,2.08,virginica
6.90,3.18,5.41,1.82,virginica
4.97,3.51,1.63,-0.06,setosa
5.78,3.15,4.21,1.55,versicolor
5.62,2.77,4.37,1.23,versicolor
4.73,3.52,1.96,0.19,setosa
6.11,2.84,4.60,1.30,versicolor
6.11,2.97,4.13,1.50,versicolor
6.56,3.11,5.60,1.76,virginica
5.92,2.84,4.58,1.51,versicolor
5.25,3.50,2.05,0.50,setosa
6.52,2.98,4.81,2.03,virginica
6.02,2.86,4.85,1.75,versicolor
6.17,2.71,4.54,1.16,versicolor
6.90,3.35,4.92,2.05,virginica
5.55,3.01,4.14,1.37,versicolor
6.85,3.13,5.47,1.86,virginica
6.32,2.87,4.11,1.36,versicolor
6.11,2.71,3.94,1.02,versicolor
6.22,2.70,5.55,2.13,virginica
3.79,3.28,1.45,0.42,setosa
5.61,2.62,4.27,1.22,versicolor
6.70,2.80,3.97,1.11,versicolor
4.87,3.59,1.86,0.17,setosa
6.71,3.24,5.52,1.73,virginica
6.00,2.81,4.21,1.46,versicolor
5.88,2.36,4.74,1.26,versicolor
4.87,3.24,1.48,0.25,setosa
6.82,2.89,5.74,2.22,virginica
6.32,3.10,5.37,2.01,virginica
7.01,3.17,5.90,2.12,virginica
6.37,3.16,5.04,2.13,virginica
4.75,3.24,1.16,0.15,setosa
5.82,2.94,3.57,1.09,versicolor
6.10,2.83,3.74,1.56,versicolor
6.22,2.91,4.19,1.02,versicolor
6.13,2.96,4.78,1.25,versicolor
5.21,3.18,1.57,0.08,setosa
6.69,3.18,5.58,2.20,virginica
5.36,3.26,1.41,-0.00,setosa
5.72,2.72,4.14,1.43,versicolor
6.23,3.08,5.07,2.02,virginica
6.02,3.04,4.46,1.36,versicolor
5.61,3.02,4.24,1.25,versicolor
5.46,3.46,1.74,0.05,setosa
6.98,2.86,5.40,2.17,virginica
4.98,3.19,1.40,0.16,setosa
4.76,3.69,1.48,0.24,setosa
5.30,3.03,1.71,0.21,setosa
5.72,2.46,4.99,1.33,versicolor
6.52,2.75,5.41,2.10,virginica
4.86,3.34,1.36,-0.10,setosa
6.44,2.69,5.64,1.96,virginica
5.64,2.38,4.22,1.33,versicolor
6.03,2.71,3.86,1.20,versicolor
4.07,3.40,1.17,0.17,setosa
6.09,2.87,4.31,1.15,versicolor
6.14,2.94,5.48,1.85,virginica
6.49,2.87,4.28,1.16,versicolor
5.02,3.05,1.53,0.25,setosa
5.67,3.00,3.67,1.26,versicolor
7.11,2.94,5.41,2.07,virginica
6.13,2.99,5.05,2.01,virginica
6.42,3.07,4.38,1.11,versicolor
5.13,3.29,1.09,0.42,setosa
6.27,2.90,5.56,1.66,virginica
5.16,3.55,1.37,0.31,setosa
4.92,3.56,2.09,0.38,setosa
5.67,3.19,1.03,0.07,setosa
5.91,2.55,4.46,1.30,versicolor
6.35,2.89,5.39,2.10,virginica
6.53,3.31,5.14,1.90,virginica
5.00,3.36,1.08,0.20,setosa
5.34,3.22,1.49,-0.06,setosa
5.62,2.86,4.43,1.17,versicolor
6.64,2.71,5.53,2.20,virginica
5.93,3.57,1.49,0.22,setosa
6.53,2.94,5.54,1.64,virginica
6.37,2.89,4.37,1.22,versicolor
6.04,2.99,4.25,1.22,versicolor
4.55,3.27,1.88,0.18,setosa
6.06,2.96,5.08,1.98,virginica
5.27,3.54,1.23,0.13,setosa
4.71,3.49,1.38,-0.03,setosa
5.39,2.88,4.06,1.39,versicolor
6.09,3.09,4.12,1.12,versicolor
5.92,2.86,4.66,0.93,versicolor
5.25,3.58,1.88,0.31,setosa
6.78,3.04,5.37,1.91,virginica
5.52,2.62,4.61,1.24,versicolor
6.43,2.91,4.49,1.32,versicolor
4.86,3.55,1.69,0.48,setosa
4.35,3.32,1.29,0.34,setosa
6.21,3.05,4.75,1.08,versicolor
4.38,3.31,1.74,0.35,setosa
5.75,3.44,1.78,0.07,setosa
4.94,3.36,1.71,0.34,setosa
6.87,2.98,5.53,2.22,virginica
4.64,3.33,1.51,0.34,setosa
4.60,3.61,2.02,0.08,setosa
6.77,3.05,5.68,1.85,virginica
4.97,3.22,1.69,0.15,setosa
6.22,3.16,6.07,1.76,virginica
5.60,2.68,4.45,1.08,versicolor
4.92,3.26,1.63,0.25,setosa
5.09,3.16,1.89,0.18,setosa
6.71,2.77,5.43,1.94,virginica
4.81,3.39,1.77,0.60,setosa
5.40,3.43,1.51,0.24,setosa
6.56,2.79,5.74,2.34,virginica
6.45,2.79,5.11,1.90,virginica
5.03,3.28,1.46,-0.11,setosa
6.57,2.78,5.52,1.77,virginica
6.01,2.87,4.78,1.39,versicolor
6.17,2.97,4.28,1.45,versicolor
6.87,2.79,5.41,2.03,virginica
6.58,2.87,4.13,1.09,versicolor
5.96,2.90,5.39,1.79,virginica
6.96,2.88,5.25,2.13,virginica
5.09,3.51,2.09,0.21,setosa
5.92,2.79,4.68,1.59,versicolor
5.57,3.66,1.73,0.03,setosa
5.86,3.09,4.41,1.52,versicolor
5.70,2.61,4.19,1.46,versicolor
6.92,3.09,5.59,2.05,virginica
6.92,2.88,5.27,2.12,virginica
5.05,3.76,1.22,0.23,setosa
6.94,3.15,5.18,2.23,virginica
4.63,3.23,1.34,0.64,setosa
5.88,2.74,5.90,2.04,virginica
5.23,3.44,1.78,0.44,setosa
5.27,2.73,4.44,1.42,versicolor
5.36,3.27,1.28,0.40,setosa
6.78,2.65,5.79,1.70,virginica
6.66,3.21,5.78,1.52,virginica
5.43,2.56,3.87,1.10,versicolor
4.57,3.36,1.58,0.41,setosa
4.63,3.47,1.92,-0.01,setosa
6.23,3.06,5.02,2.05,virginica
5.93,2.98,5.70,2.21,virginica
5.84,3.13,4.85,1.47,versicolor
4.75,3.43,1.21,0.24,setosa
5.56,3.06,1.58,0.09,setosa
6.40,3.07,4.19,1.42,versicolor
5.93,2.33,4.55,1.23,versicolor
5.23,3.66,1.20,0.53,setosa
5.85,2.75,4.51,1.21,versicolor
5.24,2.61,4.06,1.40,versicolor
6.16,3.11,5.02,1.93,virginica
5.85,2.54,3.92,1.72,versicolor
6.21,3.09,5.82,2.23,virginica
5.37,3.89,1.89,0.28,setosa
5.74,3.43,1.27,0.27,setosa
6.84,2.80,5.45,2.55,virginica
5.54,3.26,1.52,0.16,setosa
5.95,2.71,3.65,1.35,versicolor
6.62,3.16,5.93,1.90,virginica
5.49,2.51,4.03,1.55,versicolor
6.40,2.85,5.74,1.98,virginica
5.70,2.71,4.27,1.33,versicolor
6.95,3.23,5.84,1.99,virginica
6.22,2.87,5.66,1.72,virginica
4.44,3.62,1.32,0.36,setosa
6.81,3.24,5.82,1.83,virginica
6.56,2.76,5.00,2.03,virginica
4.79,3.09,1.15,0.16,setosa
4.42,2.98,1.58,0.26,setosa
7.09,2.54,4.87,2.26,virginica
4.64,3.54,1.53,0.22,setosa
6.31,2.53,3.95,1.13,versicolor
6.62,2.94,6.01,1.91,virginica
5.14,3.35,1.81,0.25,setosa
6.44,3.19,5.70,2.03,virginica
4.94,3.66,1.28,0.06,setosa
6.05,2.90,4.24,1.25,versicolor
6.91,3.33,5.35,2.06,virginica
6.27,2.50,4.47,1.39,versicolor
5.04,3.31,1.98,0.08,setosa
4.49,3.05,1.11,0.18,setosa
6.77,2.75,5.35,2.23,virginica
4.70,3.45,1.56,0.50,setosa
6.62,2.78,5.72,1.76,virginica
5.49,3.48,1.82,0.52,setosa
6.20,2.43,4.52,1.32,versicolor
5.84,2.68,4.08,1.40,versicolor
6.39,2.88,5.49,1.70,virginica
6.31,3.34,5.35,2.13,virginica
6.00,2.70,5.80,2.14,virginica
4.97,3.47,1.86,0.16,setosa
6.61,2.70,5.40,2.18,virginica
5.98,2.72,4.03,1.35,versicolor
6.36,2.99,4.53,0.72,versicolor
6.53,2.66,4.28,1.63,versicolor
6.15,2.64,4.12,0.93,versicolor
6.10,2.79,5.85,2.05,virginica
